latitude,longitude,speed,sats28.075428, -16.553835, 0.4, 0
28.075428, -16.553835, 0.4, 4
28.075428, -16.553835, 0.4, 4
28.075428, -16.553835, 0.4, 4
28.075423, -16.553845, 0.6, 4
28.075423, -16.553845, 0.6, 4
28.075423, -16.553845, 0.6, 4
28.075423, -16.553845, 0.6, 4
28.075415, -16.553841, 0.2, 4
28.075415, -16.553841, 0.2, 4
28.075415, -16.553841, 0.2, 4
28.075415, -16.553841, 0.2, 4
28.075410, -16.553839, 0.1, 4
28.075410, -16.553839, 0.1, 4
28.075410, -16.553839, 0.1, 4
28.075410, -16.553839, 0.1, 4
28.075408, -16.553838, 0.3, 4
28.075408, -16.553838, 0.3, 4
28.075408, -16.553838, 0.3, 4
28.075408, -16.553838, 0.3, 4
28.075407, -16.553836, 0.1, 4
28.075407, -16.553836, 0.1, 4
28.075407, -16.553836, 0.1, 4
28.075407, -16.553836, 0.1, 4
28.075405, -16.553834, 0.0, 4
28.075405, -16.553834, 0.0, 4
28.075405, -16.553834, 0.0, 4
28.075405, -16.553834, 0.0, 4
28.075403, -16.553833, 0.1, 4
28.075403, -16.553833, 0.1, 4
28.075403, -16.553833, 0.1, 4
28.075403, -16.553833, 0.1, 4
28.075400, -16.553835, 0.1, 4
28.075400, -16.553835, 0.1, 4
28.075400, -16.553835, 0.1, 4
28.075400, -16.553835, 0.1, 4
28.075400, -16.553836, 0.3, 4
28.075400, -16.553836, 0.3, 4
28.075400, -16.553836, 0.3, 4
28.075400, -16.553836, 0.3, 4
28.075403, -16.553841, 0.6, 4
28.075403, -16.553841, 0.6, 4
28.075403, -16.553841, 0.6, 4
28.075403, -16.553841, 0.6, 4
28.075405, -16.553846, 0.4, 4
28.075405, -16.553846, 0.4, 4
28.075405, -16.553846, 0.4, 4
28.075405, -16.553846, 0.4, 4
28.075409, -16.553850, 0.6, 4
28.075409, -16.553850, 0.6, 4
28.075409, -16.553850, 0.6, 4
28.075409, -16.553850, 0.6, 4
28.075410, -16.553854, 0.6, 4
28.075410, -16.553854, 0.6, 4
28.075410, -16.553854, 0.6, 4
28.075410, -16.553854, 0.6, 4
28.075411, -16.553856, 0.6, 4
28.075411, -16.553856, 0.6, 4
